sku,product_name,category,unit_cost,unit,active
SKU000250,utilización móvil de tamaño adecuado,Suministros de oficina,22211.34,CJ,False
SKU000251,website uniforme recontextualizado,Tecnología,20767.77,KG,True
SKU000252,línea segura holística implementado,Equipamiento,21552.69,LT,False
SKU000253,soporte multimedia horizontal,Suministros de oficina,2366.33,CJ,True
SKU000254,acceso analizada centralizado,Alimentos secos,10300.71,KG,True
SKU000255,monitorizar valor añadido configurable,Suministros de oficina,14543.41,UN,True
SKU000256,website holística asimilado,Tecnología,37376.0,KG,True
SKU000257,habilidad compuesto actualizable,Insumos industriales,26675.86,KG,True
SKU000258,enfoque defectos cero seguro,Alimentos refrigerados,19913.85,UN,False
SKU000259,complejidad nueva generación orientado a equipos,Alimentos secos,23041.74,UN,True
SKU000260,arquitectura tolerancia cero versátil,Insumos industriales,28712.64,CJ,True
SKU000261,definición regional cara a cara,Alimentos refrigerados,20311.11,LT,True
SKU000262,mediante ejecutiva compatible,Tecnología,41618.09,LT,True
SKU000263,portal 24/7 universal,Insumos industriales,42239.77,KG,False
SKU000264,hardware intangible expandido,Insumos industriales,26245.73,CJ,True
SKU000265,jerarquía acompasada ergonómico,Equipamiento,11156.45,KG,True
SKU000266,soporte modular enfocado a la calidad,Alimentos refrigerados,26577.18,KG,True
SKU000267,intranet motivadora cara a cara,Equipamiento,36396.22,KG,True
SKU000268,utilización tangible multicanal,Alimentos refrigerados,7407.57,KG,True
SKU000269,función nacional avanzado,Bebidas,38034.74,UN,True
SKU000270,acceso generada por el cliente enfocado a ganancias,Tecnología,23251.26,CJ,True
SKU000271,interfaz gráfica coherente implementado,Equipamiento,7632.77,UN,False
SKU000272,soporte metódica totalmente configurable,Tecnología,31606.12,LT,True
SKU000273,orquestar 6ta generación digitalizado,Equipamiento,25416.11,LT,False
SKU000274,implementación 5ta generación llave pública,Tecnología,1976.6,LT,True
SKU000275,analista tiempo real exclusivo,Alimentos refrigerados,32268.86,UN,False
SKU000276,gestión presupuestaria regional versátil,Tecnología,29058.44,UN,False
SKU000277,focus group cohesiva enfocado a ganancias,Productos de limpieza,16144.19,CJ,True
SKU000278,codificar discreta innovador,Alimentos secos,22581.1,LT,True
SKU000279,intranet óptima perseverante,Bebidas,2053.19,CJ,False
SKU000280,estandarización orientado a objetos reactivo,Bebidas,18258.51,LT,False
SKU000281,complejidad tolerancia cero virtual,Insumos industriales,38745.79,UN,True
SKU000282,jerarquía vía web robusto,Alimentos refrigerados,16551.57,CJ,True
SKU000283,fidelidad dinámica compatible,Suministros de oficina,36214.31,KG,True
SKU000284,moderador escalable digitalizado,Alimentos refrigerados,29178.7,KG,True
SKU000285,archivo potenciada multiplataforma,Suministros de oficina,48388.06,CJ,True
SKU000286,instalación 6ta generación realineado,Alimentos refrigerados,15548.14,CJ,True
SKU000287,funcionalidad orientada a soluciones llave pública,Bebidas,33538.81,UN,False
SKU000288,estructura vía web implementado,Equipamiento,1009.7,LT,True
SKU000289,fidelidad terciaria realineado,Productos de limpieza,17152.44,CJ,True
SKU000290,complejidad orientado a objetos centralizado,Productos de limpieza,49998.83,KG,True
SKU000291,focus group logística inverso,Suministros de oficina,42236.98,UN,True
SKU000292,hardware potenciada orientado a equipos,Equipamiento,43832.0,KG,False
SKU000293,firmware tiempo real digitalizado,Bebidas,8196.14,KG,False
SKU000294,estrategia global realineado,Alimentos secos,20601.84,KG,False
SKU000295,colaboración terciaria robusto,Suministros de oficina,37644.32,CJ,True
SKU000296,mediante nacional robusto,Productos de limpieza,15542.45,CJ,True
SKU000297,migración alto nivel orgánico,Equipamiento,33947.51,CJ,False
SKU000298,interfaz gráfica misión crítica diverso,Suministros de oficina,38928.39,CJ,True
SKU000299,base del conocimiento optimizada automatizado,Productos de limpieza,40082.84,KG,True
SKU000300,solución radical enfocado a ganancias,Alimentos secos,32094.83,LT,True
SKU000301,marco de tiempo heurística exclusivo,Alimentos refrigerados,14324.64,KG,True
SKU000302,paralelismo sensible al contexto horizontal,Tecnología,45274.78,KG,False
SKU000303,instalación generada por el cliente operativo,Alimentos refrigerados,47326.02,KG,False
SKU000304,orquestar no-volátil ergonómico,Equipamiento,46530.55,CJ,True
SKU000305,portal sistemática clonado,Insumos industriales,25150.16,KG,False
SKU000306,archivo metódica centrado en el usuario,Alimentos refrigerados,18808.14,UN,True
SKU000307,analista cohesiva distribuido,Alimentos refrigerados,41974.9,LT,True
SKU000308,intranet maximizada clonado,Bebidas,2011.33,CJ,True
SKU000309,estructura de precios radical integrado,Tecnología,22485.21,UN,True
SKU000310,complejidad óptima multi-capas,Alimentos secos,12870.6,KG,False
SKU000311,productividad basado en necesidades ergonómico,Alimentos refrigerados,38831.01,KG,True
SKU000312,medición sensible al contexto enfocado a la calidad,Alimentos refrigerados,2482.7,CJ,False
SKU000313,desafío monitorizada por red multicanal,Alimentos refrigerados,5631.81,CJ,True
SKU000314,actitud dedicada preventivo,Productos de limpieza,35955.36,LT,False
SKU000315,circuito 6ta generación multi-capas,Alimentos secos,30779.0,KG,False
SKU000316,proceso de mejora neutral implementado,Bebidas,33252.13,UN,True
SKU000317,codificar 6ta generación robusto,Alimentos refrigerados,47674.84,UN,False
SKU000318,portal monitorizada por red seguro,Tecnología,2272.37,CJ,True
SKU000319,matrices intangible administrado,Suministros de oficina,37391.1,LT,True
SKU000320,analista sensible al contexto basado en objetos,Equipamiento,12132.18,UN,True
SKU000321,monitorizar interactiva asimilado,Bebidas,2312.35,LT,True
SKU000322,codificar no-volátil enfocado a ganancias,Tecnología,49042.88,CJ,True
SKU000323,focus group regional mejorado,Bebidas,3248.72,CJ,True
SKU000324,intranet tolerancia cero en toda la empresa,Suministros de oficina,10159.39,KG,True
SKU000325,modelo cliente-servidor distribuido,Equipamiento,46675.21,CJ,False
SKU000326,instalación monitorizada por red compartible,Suministros de oficina,1927.38,KG,True
SKU000327,aplicación terciaria enfocado al cliente,Equipamiento,43120.71,UN,True
SKU000328,desafío intermedia programable,Suministros de oficina,6311.3,LT,False
SKU000329,línea segura ejecutiva balanceado,Insumos industriales,37191.05,CJ,True
SKU000330,soporte tolerante a fallos mandatorio,Bebidas,24860.54,CJ,True
SKU000331,estructura de precios intermedia enfocado al negocio,Suministros de oficina,40077.29,CJ,True
SKU000332,desafío nueva generación realineado,Insumos industriales,30162.42,KG,True
SKU000333,línea segura maximizada totalmente configurable,Equipamiento,5219.64,LT,True
SKU000334,estructura de precios orientada a soluciones perseverante,Suministros de oficina,22351.2,CJ,True
SKU000335,estructura de precios didáctica actualizable,Tecnología,17642.19,UN,True
SKU000336,groupware explícita configurable,Insumos industriales,13800.31,UN,True
SKU000337,estructura de precios optimizada totalmente configurable,Insumos industriales,18229.23,KG,True
SKU000338,enfoque defectos cero multi-capas,Bebidas,42448.6,CJ,True
SKU000339,arquitectura intangible administrado,Bebidas,3454.94,LT,True
SKU000340,previsión basado en necesidades optimizado,Insumos industriales,47478.41,UN,True
SKU000341,metodologías 6ta generación actualizable,Tecnología,47446.29,LT,False
SKU000342,aprovechar asíncrona mandatorio,Alimentos refrigerados,28738.7,LT,False
SKU000343,arquitectura móvil multiplataforma,Equipamiento,32513.08,KG,True
SKU000344,infraestructura 4ta generación recontextualizado,Alimentos secos,36810.18,CJ,False
SKU000345,soporte sistemática orientado a equipos,Alimentos refrigerados,13162.66,LT,False
SKU000346,website intermedia realineado,Productos de limpieza,49818.62,LT,False
SKU000347,proceso de mejora intermedia enfocado al negocio,Productos de limpieza,6219.61,UN,False
SKU000348,previsión 4ta generación en red,Bebidas,44944.08,CJ,True
SKU000349,algoritmo holística multilateral,Equipamiento,33425.21,UN,True
SKU000350,adaptador metódica asimilado,Suministros de oficina,42582.97,KG,True
SKU000351,moderador potenciada adaptativo,Productos de limpieza,6155.99,KG,True
SKU000352,matrices bidireccional descentralizado,Productos de limpieza,39539.62,UN,True
SKU000353,acceso interactiva llave pública,Equipamiento,23423.55,KG,True
SKU000354,emulación sistemática de primera línea,Alimentos refrigerados,15533.61,CJ,False
SKU000355,utilización acompasada enfocado a ganancias,Insumos industriales,41184.64,UN,True
SKU000356,funcionalidad móvil compatible,Equipamiento,32152.7,CJ,False
SKU000357,instalación 24 horas total,Equipamiento,6503.9,KG,True
SKU000358,previsión monitorizada por red robusto,Insumos industriales,25192.9,UN,True
SKU000359,interfaz estática descentralizado,Bebidas,15275.81,KG,True
SKU000360,moderador heurística basado en funcionalidad,Productos de limpieza,17366.55,LT,True
SKU000361,array explícita integrado,Suministros de oficina,9895.47,LT,True
SKU000362,paralelismo basado en contenido extendido,Suministros de oficina,30759.97,UN,True
SKU000363,funcionalidad valor añadido diverso,Bebidas,8642.91,LT,True
SKU000364,arquitectura nacional distribuido,Alimentos secos,4153.02,LT,True
SKU000365,soporte bidireccional asimilado,Insumos industriales,30943.61,UN,False
SKU000366,proceso de mejora metódica exclusivo,Suministros de oficina,32131.17,LT,False
SKU000367,estructura basado en contenido orientado a equipos,Productos de limpieza,40253.94,CJ,True
SKU000368,migración recíproca opcional,Tecnología,3741.35,UN,True
SKU000369,soporte sistémica multiplataforma,Tecnología,20839.53,CJ,True
SKU000370,paradigma optimizada versátil,Equipamiento,30372.35,LT,True
SKU000371,productividad tangible optimizado,Equipamiento,48771.17,KG,True
SKU000372,fidelidad basado en contenido organizado,Alimentos refrigerados,16023.88,CJ,True
SKU000373,complejidad 3ra generación multi-capas,Suministros de oficina,22534.84,KG,True
SKU000374,mediante no-volátil distribuido,Alimentos secos,14581.58,CJ,False
SKU000375,archivo holística clonado,Productos de limpieza,48138.02,KG,True
SKU000376,mediante acompasada preventivo,Equipamiento,9572.72,KG,False
SKU000377,emulación 24 horas personalizable,Tecnología,24988.11,LT,False
SKU000378,estructura de precios didáctica multi-capas,Alimentos secos,4593.45,CJ,False
SKU000379,colaboración tolerancia cero diverso,Productos de limpieza,10835.71,LT,True
SKU000380,sistema abierto incremental open-source,Alimentos secos,14139.68,CJ,True
SKU000381,emulación ejecutiva en toda la empresa,Alimentos secos,42373.9,CJ,True
SKU000382,encriptar logística digitalizado,Suministros de oficina,36402.65,CJ,True
SKU000383,núcleo orientada a soluciones inverso,Alimentos secos,20089.02,KG,True
SKU000384,estandarización dinámica multiplataforma,Suministros de oficina,3769.23,CJ,True
SKU000385,actitud cliente-servidor cara a cara,Alimentos refrigerados,6520.3,UN,False
SKU000386,colaboración escalable exclusivo,Equipamiento,39765.37,LT,True
SKU000387,matrices global fundamental,Bebidas,10032.99,CJ,True
SKU000388,superestructura interactiva inverso,Alimentos secos,2041.81,LT,False
SKU000389,protocolo 24 horas realineado,Tecnología,7532.14,KG,True
SKU000390,proceso de mejora discreta organizado,Equipamiento,8208.85,LT,True
SKU000391,núcleo alto nivel preventivo,Tecnología,35466.12,LT,False
SKU000392,algoritmo transicional universal,Alimentos secos,18481.05,UN,False
SKU000393,software amplio abanico perseverante,Suministros de oficina,39858.07,UN,False
SKU000394,base de datos holística distribuido,Suministros de oficina,48356.83,KG,True
SKU000395,red de area local híbrida configurable,Tecnología,8608.55,CJ,True
SKU000396,encriptar tolerante a fallos de primera línea,Productos de limpieza,1675.37,UN,True
SKU000397,adaptador acompasada monitoreado,Alimentos secos,22107.82,CJ,True
SKU000398,caja de herramientas 5ta generación virtual,Insumos industriales,34555.96,CJ,False
SKU000399,soporte tiempo real implementado,Alimentos secos,35318.18,KG,True
SKU000400,núcleo direccional clonado,Tecnología,26321.31,LT,True
SKU000401,solución ejecutiva robusto,Tecnología,45615.0,LT,True
SKU000402,protocolo secundaria extendido,Suministros de oficina,30542.82,KG,True
SKU000403,moderador vía web inverso,Suministros de oficina,27948.52,KG,True
SKU000404,flexibilidad dedicada compatible,Suministros de oficina,35274.56,CJ,True
SKU000405,colaboración regional automatizado,Tecnología,17505.28,LT,True
SKU000406,sistema abierto óptima proactivo,Alimentos refrigerados,28716.49,CJ,False
SKU000407,portal analizada innovador,Equipamiento,47734.98,KG,True
SKU000408,colaboración discreta diverso,Alimentos secos,14452.75,UN,True
SKU000409,base de datos motivadora totalmente configurable,Tecnología,32833.01,CJ,True
SKU000410,circuito 24 horas fundamental,Productos de limpieza,41414.79,LT,True
SKU000411,website homogénea extendido,Bebidas,5550.41,KG,True
SKU000412,base de datos 6ta generación visionario,Alimentos secos,33524.71,KG,True
SKU000413,metodologías cliente-servidor enfocado al negocio,Alimentos secos,5099.88,LT,False
SKU000414,núcleo neutral intuitivo,Alimentos refrigerados,34091.48,KG,True
SKU000415,fidelidad tolerante a fallos de primera línea,Bebidas,20404.68,CJ,False
SKU000416,producto orientada a soluciones realineado,Productos de limpieza,37819.96,LT,True
SKU000417,aprovechar bifurcada centrado en el usuario,Suministros de oficina,32330.31,UN,True
SKU000418,marco de tiempo cliente-servidor en toda la empresa,Alimentos secos,45670.16,KG,False
SKU000419,infraestructura tolerancia cero balanceado,Bebidas,46702.74,UN,False
SKU000420,éxito multimedia intuitivo,Tecnología,9396.95,LT,True
SKU000421,proceso de mejora nueva generación robusto,Alimentos secos,14989.77,UN,True
SKU000422,soporte sistemática ergonómico,Suministros de oficina,22772.02,CJ,True
SKU000423,matrices misión crítica optimizado,Tecnología,13714.57,UN,True
SKU000424,matrices recíproca multi-capas,Bebidas,36582.85,LT,True
SKU000425,marco de tiempo basado en el contexto visionario,Alimentos secos,36857.23,LT,True
SKU000426,habilidad multiestado seguro,Bebidas,30586.63,CJ,False
SKU000427,contingencia local clonado,Equipamiento,4428.21,UN,True
SKU000428,marco de tiempo innovadora expandido,Bebidas,23924.96,KG,True
SKU000429,alianza optimizada horizontal,Suministros de oficina,19240.36,CJ,True
SKU000430,base de datos cohesiva proactivo,Equipamiento,15167.1,UN,True
SKU000431,medición motivadora multicanal,Equipamiento,34669.15,UN,True
SKU000432,paradigma 3ra generación personalizable,Tecnología,15409.64,CJ,True
SKU000433,mediante metódica mejorado,Alimentos refrigerados,31971.7,LT,True
SKU000434,núcleo tolerante a fallos proactivo,Productos de limpieza,11034.52,KG,False
SKU000435,conjunto de instrucciones 4ta generación basado en objetos,Bebidas,22803.44,LT,False
SKU000436,paradigma óptima automatizado,Tecnología,37891.79,KG,True
SKU000437,jerarquía cohesiva preventivo,Alimentos refrigerados,26322.78,LT,True
SKU000438,archivo tolerancia cero compartible,Alimentos refrigerados,3181.73,KG,True
SKU000439,firmware generado por la demanda enfocado a ganancias,Bebidas,16473.07,CJ,True
SKU000440,sinergia bidireccional persistente,Productos de limpieza,35874.21,CJ,True
SKU000441,analista 4ta generación configurable,Tecnología,40453.73,CJ,True
SKU000442,contingencia bifurcada basado en funcionalidad,Insumos industriales,22894.24,UN,False
SKU000443,encriptar 3ra generación implementado,Suministros de oficina,36191.68,CJ,True
SKU000444,fidelidad bidireccional versátil,Alimentos secos,37315.64,UN,True
SKU000445,emulación multimedia centrado en el usuario,Insumos industriales,17291.99,UN,True
SKU000446,arquitectura heurística multiplataforma,Alimentos refrigerados,49308.25,CJ,True
SKU000447,política bifurcada actualizable,Suministros de oficina,20502.46,KG,False
SKU000448,conjunto intangible de arquitectura abierta,Equipamiento,49643.54,CJ,False
SKU000449,arquitectura logística cara a cara,Insumos industriales,18844.71,KG,True
SKU000450,software orientada a soluciones multilateral,Alimentos refrigerados,9005.83,CJ,True
SKU000451,interfaz gráfico de usuario compuesto enfocado al cliente,Productos de limpieza,41757.6,UN,True
SKU000452,conjunto de instrucciones 24 horas monitoreado,Tecnología,33707.64,CJ,False
SKU000453,orquestar discreta compartible,Productos de limpieza,12450.85,LT,True
SKU000454,complejidad 24/7 descentralizado,Suministros de oficina,9505.17,UN,True
SKU000455,circuito nacional progresivo,Insumos industriales,30784.67,UN,True
SKU000456,implementación innovadora diverso,Productos de limpieza,3457.82,UN,False
SKU000457,alianza multiestado realineado,Alimentos secos,12312.23,UN,False
SKU000458,monitorizar discreta automatizado,Tecnología,11793.53,KG,True
SKU000459,caja de herramientas orientado a objetos seguro,Bebidas,25244.4,LT,True
SKU000460,alianza tolerante a fallos realineado,Equipamiento,28915.99,LT,True
SKU000461,hardware bidireccional llave pública,Suministros de oficina,43825.29,KG,False
SKU000462,modelo incremental cara a cara,Suministros de oficina,13830.18,KG,False
SKU000463,implementación nueva generación fundamental,Tecnología,2439.52,LT,False
SKU000464,metodologías ejecutiva recontextualizado,Equipamiento,34845.79,CJ,True
SKU000465,gestión presupuestaria holística recontextualizado,Suministros de oficina,18885.36,CJ,True
SKU000466,website tolerante a fallos integrado,Productos de limpieza,15106.75,KG,False
SKU000467,arquitectura basado en necesidades adaptativo,Alimentos secos,28163.06,CJ,True
SKU000468,conglomeración 3ra generación basado en funcionalidad,Insumos industriales,12218.64,KG,True
SKU000469,conjunto maximizada open-source,Alimentos refrigerados,46119.08,LT,True
SKU000470,conglomeración heurística open-source,Productos de limpieza,2671.68,CJ,True
SKU000471,implementación incremental proactivo,Alimentos refrigerados,9489.35,KG,False
SKU000472,utilización regional enfocado,Productos de limpieza,43486.75,LT,True
SKU000473,definición secundaria con ingeniería inversa,Alimentos secos,10669.21,KG,True
SKU000474,productividad dedicada en toda la empresa,Tecnología,45730.62,KG,False
SKU000475,archivo nueva generación enfocado al negocio,Productos de limpieza,27648.76,LT,False
SKU000476,base del conocimiento basado en contenido basado en funcionalidad,Tecnología,26729.14,LT,True
SKU000477,base de datos escalable de tamaño adecuado,Suministros de oficina,18046.27,CJ,False
SKU000478,iniciativa analizada adaptativo,Alimentos refrigerados,40160.55,CJ,True
SKU000479,protocolo 24/7 personalizable,Productos de limpieza,18598.18,CJ,True
SKU000480,sistema abierto orientada a soluciones con ingeniería inversa,Productos de limpieza,37088.49,UN,True
SKU000481,política dinámica de tamaño adecuado,Insumos industriales,14830.1,KG,True
SKU000482,infraestructura cohesiva digitalizado,Productos de limpieza,19054.0,KG,False
SKU000483,base del conocimiento interactiva intuitivo,Equipamiento,12940.61,CJ,False
SKU000484,firmware bifurcada implementado,Tecnología,8494.86,LT,True
SKU000485,enfoque secundaria versátil,Bebidas,36043.65,CJ,True
SKU000486,paralelismo intermedia multicanal,Alimentos secos,26244.83,UN,True
SKU000487,moderador recíproca organizado,Alimentos secos,20678.37,KG,True
SKU000488,monitorizar incremental descentralizado,Bebidas,556.16,CJ,True
SKU000489,interfaz gráfica metódica universal,Alimentos secos,30929.98,CJ,False
SKU000490,sinergia 5ta generación orgánico,Alimentos secos,429.96,CJ,True
SKU000491,migración basado en contenido cara a cara,Alimentos secos,26517.94,LT,True
SKU000492,monitorizar metódica diverso,Alimentos secos,25160.58,CJ,True
SKU000493,conjunto de instrucciones local centrado en el usuario,Alimentos refrigerados,45910.64,KG,True
SKU000494,sistema abierto cliente-servidor virtual,Productos de limpieza,31027.06,LT,True
SKU000495,fuerza de trabajo móvil multilateral,Suministros de oficina,39767.32,UN,True
SKU000496,red de area local multitarea recontextualizado,Insumos industriales,23003.99,KG,True
SKU000497,caja de herramientas dedicada enfocado,Suministros de oficina,34233.68,UN,True
SKU000498,data-warehouse tolerancia cero fundamental,Alimentos refrigerados,20323.39,CJ,False
SKU000499,base de datos basado en necesidades compatible,Alimentos secos,31873.73,KG,True
SKU000500,interfaz cohesiva basado en funcionalidad,Tecnología,42281.96,LT,True
